target_id,t_host,cmd_id,speed_mps,accel_up,accel_down
CUBE_3,1762436128.718,7b00a9ac-9150-4d0f-bbff-8e4f25dcc6e9,3.336,1.955,3.815
CUBE_3,1762436131.218,22356682-86f7-4401-a977-81b20e6f05cd,3.676,2.957,3.360
CUBE_2,1762436133.852,182121b9-8e48-4b7f-9ffe-79f14ed68adc,1.210,2.709,3.598
CUBE_2,1762436137.365,c8a9f7e4-c5d8-4ec2-b8be-894f79597fe6,2.199,2.165,2.941
CUBE_2,1762436139.742,66d6d0b3-f3b3-4bae-ab91-f6a58173875a,4.026,1.150,3.222
CUBE_3,1762436141.992,9129d071-0654-4de6-84f7-688a6858a81e,0.704,2.315,2.914
CUBE_2,1762436145.680,42db14aa-a566-43ea-a74b-0f6b0f4bbae1,1.767,2.558,2.493
CUBE_2,1762436148.649,9deab5a3-49b5-4d8c-a190-76656970a683,2.405,1.151,3.858
CUBE_2,1762436151.885,fa3a0377-ceb1-4792-8325-63f58d361a56,0.244,2.827,2.230
CUBE_2,1762436155.402,4e733d5b-951a-437e-abde-347badce7e27,3.237,2.546,2.541
CUBE_1,1762436158.767,c5502759-e42b-4159-b03a-14b5d6951707,1.518,2.311,2.829
CUBE_2,1762436162.775,b382a652-5350-4717-aafc-8dfbbd25595b,2.244,2.598,2.365
CUBE_2,1762436165.981,60fd0a9a-2222-425d-b886-3b5686f179ec,3.690,1.929,3.652
CUBE_1,1762436169.420,5fd15fb5-a7d5-4219-92b5-92b85d0c9542,3.706,1.850,3.854
CUBE_1,1762436173.194,fbd50960-e3b6-4e15-917c-91c0feadc0ee,3.678,1.344,3.567
CUBE_2,1762436175.087,7f0a9642-8771-44a9-8189-f59c6389fc14,2.286,2.317,2.288
CUBE_3,1762436177.287,836625eb-6c18-423c-bcbe-5a112b829f85,0.367,1.617,2.475
CUBE_2,1762436179.325,b78e93d0-6479-482c-835d-e0013f43a323,3.913,2.072,3.451
CUBE_3,1762436181.182,42f505ca-dfbd-4efe-a811-512a15153166,4.376,1.652,3.455
CUBE_3,1762436184.784,fd829783-7b7a-41ea-b7e0-58af282c0c46,1.860,1.045,2.883
CUBE_2,1762436186.845,49f1b4c8-0dd7-4578-8e6c-25f3e2205bae,3.331,1.897,3.508
CUBE_2,1762436188.444,518398ca-1226-4ec4-bb01-2f0f0b1b3367,2.219,2.482,2.471
CUBE_2,1762436190.302,5efbbe44-52cd-4721-b748-d4eb488e44d5,2.940,2.773,3.867
CUBE_3,1762436192.097,733bb8a9-7d4b-414a-a7ae-4636731196e8,3.889,1.898,3.606
CUBE_2,1762436195.711,013d99d8-d4ed-4ac2-8133-65ace65f201f,1.013,1.679,2.024
CUBE_2,1762436198.084,35d064a4-a452-43ef-8506-57496e1a9134,3.157,1.126,2.451
CUBE_3,1762436201.902,e78b6af8-896e-458a-9416-1077cd3142c6,3.305,2.974,2.923
CUBE_2,1762436204.631,77de5191-7a2d-4ba2-a18a-93a3870a38ee,3.771,1.764,3.828
CUBE_2,1762437131.549,89c4e8e8-99fc-447c-b814-5be49b3ea23b,0.566,1.169,3.447
CUBE_2,1762437133.465,9049a77c-6055-4ed5-babe-0f6e7f1ece43,0.479,1.674,3.679
CUBE_1,1762437135.525,328b9fea-8692-4aee-8581-2dd8e6a88938,3.198,1.208,2.415
CUBE_1,1762437139.179,aac70488-c2de-4d4b-a8b4-de262d69aa12,2.904,1.385,2.883
CUBE_1,1762437140.958,3e8c3f65-9727-4f09-b040-0b66c0006b77,2.655,1.756,2.693
CUBE_2,1762437143.549,020c8292-43d1-463d-9ab3-7ff253d9d379,0.687,2.894,3.900
CUBE_2,1762437146.939,f4dee913-7cc1-4657-9904-11077a63521f,1.136,1.983,2.311
CUBE_2,1762437150.715,5381c19e-c278-4221-8a9a-d8fca3cc721a,3.797,1.240,3.172
CUBE_1,1762437153.663,85c051be-3d6a-45b0-a02c-b70fd79baa1a,0.758,1.813,2.043
CUBE_2,1762437155.345,6f6b7fc1-566e-44a2-8486-b91d8c70b0ed,3.807,1.214,2.615
CUBE_1,1762437156.859,5acf7461-fa73-4225-8e19-a3a861879c52,3.990,2.817,3.049
CUBE_2,1762437159.041,91072bef-e289-4779-8cc7-f69cd71e600e,2.192,1.257,3.462
CUBE_3,1762437167.164,1fbc0692-8b2d-487f-8220-8971e62c26b0,2.271,1.399,3.238
CUBE_2,1762437169.026,39cdd727-33d0-4518-94aa-650cd9b9ea08,2.432,2.835,2.341
CUBE_2,1762437171.841,efe000f8-7977-49a1-b26b-ae9fc1c23f5f,2.436,2.153,2.163
CUBE_3,1762437175.348,6bd068d0-c886-4936-b838-db65c25a9a76,2.172,2.469,3.626
CUBE_2,1762437178.434,a8ceb5dd-fa23-4858-a90a-b484d07be95a,1.349,2.040,2.136
CUBE_2,1762437180.422,2b33e3ff-4cf3-49d6-a996-0aac53718d05,1.312,2.269,2.217
CUBE_2,1762437182.447,629d7810-f976-480e-b6d7-2dfd885df935,1.828,2.815,3.500
CUBE_3,1762437185.238,8b5f9875-5260-4178-9f82-4b1576903f73,0.321,2.771,2.125
CUBE_2,1762437188.403,dfbe4869-f29a-43a3-8f09-83bd9ca048fb,3.574,1.195,3.534
CUBE_2,1762437191.927,9f884ef8-8c2c-4f41-b7b8-b4d2d6648e7d,3.683,1.006,3.096
CUBE_3,1762437193.976,09d16205-9897-4e4d-b894-3c1c45a74c0a,0.542,2.875,2.836
CUBE_3,1762437197.328,cdf28f04-279b-434c-8d8c-9607cd755f1e,2.731,2.922,3.240
CUBE_2,1762437201.228,e1e525fd-d9b7-4761-ab6c-0177bf35ad14,3.611,2.128,2.022
CUBE_2,1762437203.001,5a9fb41b-e520-4a7a-9bb7-aa1e3154f95f,1.768,2.599,3.694
CUBE_2,1762437206.045,6d460306-9e9c-4d5d-bda9-9d198dcc2383,3.091,2.711,3.280
CUBE_3,1762437207.614,31f9b623-18c7-464f-939c-835e95418676,3.314,2.236,3.212
CUBE_3,1762437211.408,3211a1f0-6fe1-4911-8e43-a2bed78b1686,4.393,2.988,3.118
CUBE_3,1762437213.994,c83630be-4906-48d3-8ae6-d6ce7cb4da07,2.253,2.746,2.184
CUBE_3,1762437216.542,437aef6d-9834-499e-be6b-09673f61b0f4,1.213,1.270,3.039
CUBE_2,1762437220.070,2eae9c69-8100-4ebe-a98d-8d680fd5b5d5,3.321,2.720,2.296
CUBE_2,1762437223.415,2cce7799-e6d0-4644-8089-1bbc47b77e4d,2.417,1.275,2.159
CUBE_3,1762437226.639,ed06c313-c581-4c16-beac-9290e08d0f64,2.985,1.363,2.041
CUBE_2,1762437230.691,c82c8a38-a25c-46f5-9a24-bb71009bd4e1,1.383,1.286,3.189
CUBE_2,1762437233.235,b6b8705f-05c9-47ee-864d-f75423e2505c,1.345,2.459,3.761
CUBE_2,1762437236.452,c849eab9-2545-415d-b206-2e9322f2ace6,3.029,1.209,3.434
CUBE_2,1762437239.492,10da2143-a022-47ec-9af1-8a768d608bbd,4.163,2.288,3.107
CUBE_2,1762437241.147,49fa03dd-9811-44a7-8934-eb62d1213b56,2.493,2.747,3.696
CUBE_2,1762437244.474,02887d55-720f-402b-8581-eca5bad77711,3.390,2.153,2.719
CUBE_3,1762437247.178,70d9c7e4-7bc5-4e26-b816-b6fa7ca38e66,1.116,1.828,2.257
CUBE_2,1762437250.300,f3511f56-2c84-44b3-9dfb-18149d5c0568,3.727,1.133,2.790
CUBE_2,1762437254.008,ab6f23f9-29a4-4d2f-9510-f39995c3c673,1.641,1.196,3.953
CUBE_3,1762437256.872,0530627d-0794-4f71-a59f-648ba38c86ee,3.618,1.037,3.575
CUBE_2,1762437259.011,3e388ac8-8e8a-4eca-b4c8-3cb47686522b,0.405,1.818,3.219
CUBE_2,1762437260.944,891b6cce-86c8-4143-928b-534e7d6564cd,2.668,2.689,3.195
CUBE_3,1762437264.737,f1188588-21d8-4edc-8546-de217b3591a6,3.576,1.874,3.038
CUBE_2,1762437268.686,12a9cb99-56a0-4be7-8beb-2ec60e0a1dc0,0.873,1.385,2.499
CUBE_2,1762437272.386,8dcc43fb-6a6f-4841-a796-6d0623c2229f,0.970,1.197,3.908
CUBE_3,1762437276.332,84917e7c-d64e-4e1d-884d-0450ef86b5d0,2.246,1.774,3.197
CUBE_2,1762437279.073,6434676b-faf1-4df6-ae23-e3cf547caaf3,2.050,2.944,3.776
CUBE_2,1762437282.344,b34c106d-80c2-4253-b276-a2218e7d97e7,3.500,1.678,3.944
CUBE_3,1762437301.152,6e3c677d-aebd-4302-9a76-27809d6c9aba,2.261,2.316,3.467
CUBE_3,1762437304.726,f308740c-9c54-44f3-a807-eb060d22671c,4.069,1.995,3.002
CUBE_3,1762437308.695,3bbac338-b8c6-4126-8f58-b0d9fcde8bbb,0.622,2.542,3.473
CUBE_2,1762437311.322,832f5119-48a8-4bd7-af79-aad13214ac6e,2.531,2.702,3.753
CUBE_2,1762437314.852,0e023435-91e2-4e17-9a4b-ae75fea1203e,3.068,2.736,2.557
CUBE_3,1762437316.833,fd1bdca0-2c94-43f9-900c-558149004b1d,0.214,2.455,3.385
CUBE_3,1762437319.371,5a2a73c8-58d3-4284-bca6-9d6d150e890e,3.910,1.404,3.187
CUBE_3,1762437321.218,5bae1861-e658-47a2-9dc3-9e0cfee25feb,1.573,1.648,2.507
CUBE_3,1762437324.959,64491e87-b7f9-4391-b8fd-223d02c82b5c,1.122,1.256,2.839
CUBE_3,1762437326.980,c02c752f-4bbb-490f-83f9-19b58b069bc7,1.076,1.556,2.518
CUBE_2,1762437328.857,0ff5ec6d-c846-467c-9732-8e07b6b9bc7c,1.378,1.397,2.541
CUBE_3,1762437330.990,b8bd21a1-d124-4a62-ad3b-706c31c3e5d4,3.016,1.541,2.106
CUBE_2,1762437333.518,e332b0be-7818-45ac-941b-1a27f7729b35,3.789,1.400,2.038
CUBE_2,1762437335.497,f1adbac6-63e5-400a-a3c5-d71b47b1cc4f,2.104,1.353,2.916
CUBE_2,1762437337.553,ec40993b-8c76-4fba-aa50-6d6cefcf5f2b,4.050,1.280,2.639
CUBE_2,1762437340.999,a86fc653-c23c-4d69-a519-bfb54a5ab96f,2.389,1.125,3.502
CUBE_2,1762437344.540,2d8ff565-ac8c-4e9e-abc9-3e4e11c9eadd,2.503,2.256,3.202
CUBE_3,1762437346.262,2641d8e4-b4bb-48b6-b0c8-b56bd6e4ba8a,3.722,2.075,3.549
CUBE_3,1762437349.226,f96424bf-d78b-43a9-8c42-c040fc0d44d8,1.313,2.856,3.104
CUBE_3,1762437351.550,b2c8abd9-bfc5-407c-920d-b10ea6572a0a,3.485,2.571,2.348
CUBE_3,1762437355.244,021da1e1-8c82-470f-aeaf-ffc1a892ab9c,4.160,1.738,3.543
CUBE_2,1762437836.045,10890143-d0ee-47bc-bc79-60bd6ce60b84,3.844,2.242,3.587
CUBE_3,1762437838.874,c1929b19-a68a-48d9-a540-f9532227c78f,1.875,2.261,2.701
CUBE_2,1762437841.669,68d254dd-69ca-4518-a6e3-8f17d4ab4b7f,4.276,2.487,3.918
CUBE_2,1762437845.160,b37ef95d-b6fd-4103-9b04-6a93d733a7f0,3.143,1.211,2.054
CUBE_2,1762437848.420,f73ccc30-3d59-4f52-98f3-4005dcfca60f,0.974,2.874,3.249
CUBE_3,1762437852.411,618f41a4-0cb9-495d-baf5-33cdc7a1c444,0.814,2.798,2.620
CUBE_2,1762437856.263,a388c864-197f-4c0d-ab98-bc33a949f24a,2.675,1.936,3.620
CUBE_3,1762437858.483,8592131b-c971-4245-a2a7-39bd33d28427,0.625,2.339,3.549
CUBE_2,1762437861.431,3aa07497-6a65-4cd3-8f1e-da9a878ad1f5,1.661,2.868,2.130
CUBE_3,1762437864.260,952c0529-aad6-4296-8717-d88c1ada8cbe,1.866,1.137,3.196
CUBE_2,1762437866.310,b129629f-303d-4e84-a10c-70a226de12ff,3.206,2.735,2.192
CUBE_3,1762437867.935,6b2a4c65-bb85-4c1c-a53c-2f0cf52afedd,0.728,1.799,2.593
CUBE_2,1762437929.165,e183570b-cc01-4dd6-b72e-1dc363ede7e1,3.610,1.772,3.261
CUBE_2,1762437936.966,ee3899d8-55d1-461a-8a3d-27006485f6a6,0.226,2.944,2.437
CUBE_2,1762437938.572,dfd58eb6-7f3a-496d-8401-40ae838b9086,3.625,1.175,3.285
CUBE_2,1762437941.348,20c131a7-8d5f-4607-9142-d4513588c17e,0.775,1.616,2.166
CUBE_3,1762437943.933,ed0e78db-b7b7-4258-8d0e-a19076cc95bb,0.658,1.711,2.966
CUBE_3,1762437946.686,fc0b6a85-bc11-49b8-8ec0-5734fa8697ec,0.592,1.256,2.932
CUBE_3,1762437949.238,f38aa47f-dda0-4622-a541-9c9c8e146841,0.505,1.885,3.185
CUBE_2,1762437951.944,d8ebf735-c180-46b5-aff2-84e5f8e1d347,0.634,1.914,3.200
CUBE_3,1762437954.020,f638afa8-2d67-4171-84c7-ca9696deb7a6,0.670,2.179,2.539
CUBE_2,1762437956.795,9c3d4cdf-9e7c-4444-98e5-1dd9db945e01,0.552,1.132,2.413
CUBE_3,1762437959.293,db28f554-f517-409b-830e-ec4aa2deb751,3.566,1.098,2.808
CUBE_3,1762437961.271,8f4aa16d-72d4-4caa-87c7-fc090efeaf7d,1.929,1.407,3.593
CUBE_2,1762437965.070,23c127b8-f066-4214-bebd-33610f94aa77,3.274,1.358,2.815
CUBE_2,1762437968.868,27f0edc0-c1d4-47f7-9a27-99689775bdc0,4.163,2.265,2.656
CUBE_2,1762437970.846,639e0b78-b24a-4e90-b25f-372d1d60368e,2.550,2.783,2.860
CUBE_2,1762437972.574,a3350024-0f58-4a95-9a9c-5916b90eb7df,2.823,1.873,3.430
CUBE_3,1762437974.296,2a543d73-677e-440e-a98d-e80bc1ae7bf0,3.390,2.818,3.525
CUBE_3,1762437976.875,d351f3d0-5d17-4331-a600-6db756543694,0.496,2.643,3.536
CUBE_3,1762437980.501,41b3fcf2-f0f1-4a8d-8926-72eb7c1feb4e,1.665,2.802,3.694
CUBE_2,1762437984.487,5abba72c-bc14-4abb-b420-bc604e639344,3.704,1.359,3.414
CUBE_2,1762437986.669,9fcb0a30-7ebe-4b87-92cf-6c428e8cd778,3.527,1.290,2.855
CUBE_3,1762437989.856,3ee3f6a3-1edb-4802-88f8-f8bdeb5ccbd7,3.458,1.793,3.824
CUBE_3,1762437992.230,789d95ea-07bc-4513-93b6-1c62aeb7901f,3.739,2.552,3.861
CUBE_3,1762437996.107,de798094-ebce-4e76-bc3a-05bd0ac4382e,3.640,1.842,3.622
CUBE_2,1762437999.742,cf393277-8b36-4da2-beb4-13510ea52b45,2.406,2.826,3.850
CUBE_3,1762438002.891,f05e55a9-db38-4433-aa45-0384ea886926,0.337,2.645,2.712
CUBE_3,1762438005.569,a0e86da6-d3d6-4f39-b9b1-a8857503317a,2.892,1.243,3.701
CUBE_3,1762438009.335,134fe991-7858-4357-8068-e2eacd590df9,2.339,1.994,3.540
CUBE_2,1762438011.370,0cd51b1c-4d65-4a4c-a7dd-c4d23d2fd77f,3.939,1.375,2.193
CUBE_2,1762438014.906,be35a3de-278e-4bf6-bee3-1d401d2acd32,0.362,1.663,3.522
CUBE_3,1762438018.407,714d4c2f-9b05-4002-b8d9-0f9b7ea1a518,2.392,2.803,3.353
CUBE_3,1762438021.663,026f1981-af01-49fe-9b76-39d004b44849,1.165,1.541,3.825
CUBE_3,1762438025.652,ae946102-24b7-4fb5-a481-0c6db8f51cb1,1.082,2.605,3.130
CUBE_3,1762438029.214,e02c115e-3e5d-4278-a921-470cd165bed5,0.702,1.685,2.542
CUBE_2,1762438031.742,b569a738-8426-42b7-b1e3-28ac1ffb52cc,2.588,2.994,3.540
CUBE_2,1762438033.734,f538cacd-3c2a-47c1-bd8a-f6b7f0f41638,4.290,1.266,2.866
CUBE_2,1762438037.645,5f3e862f-84e8-497c-83b0-5241bda6a472,0.333,1.244,2.349
CUBE_3,1762438039.306,253e1e50-94d4-476f-8ee2-a893a6f3912c,2.258,1.770,3.880
CUBE_3,1762438042.523,d8eea125-cd6a-4e9e-926b-a2e8030d128c,4.202,1.760,2.660
CUBE_2,1762438046.368,1c32145a-29e4-47f0-8138-830ede6b2582,3.966,2.683,3.577
CUBE_2,1762438049.169,79516639-c7db-41a2-96b8-b855ef38cad3,3.702,2.495,3.484
CUBE_3,1762438052.044,5bc5dcb1-5c0c-4179-868a-81e8f91e457f,0.332,2.416,3.486
CUBE_3,1762438053.716,dc0c1bf5-592f-4ed1-ba0e-9009a7430835,3.978,1.552,3.892
CUBE_2,1762438055.528,3d77818b-a41b-47f1-8372-8c84d79d832a,1.603,2.687,2.749
CUBE_2,1762438059.476,bc5063df-8f99-402a-b8fc-402460ce53ef,1.925,1.408,3.137
CUBE_3,1762438061.703,56006b40-5078-4074-bab8-e780f08af1ef,2.167,1.711,3.862
CUBE_2,1762438065.474,fdbd7742-0dff-4075-a3a4-38cd85d5d797,0.314,2.681,3.803
CUBE_3,1762438068.910,ac6032dc-7854-4b7d-ab84-be299300c341,4.217,1.476,3.754
CUBE_2,1762438072.795,c830e796-756d-43ed-b0bb-43079f748f50,0.954,1.028,3.441
CUBE_3,1762438074.374,36320d89-ef7f-4755-923e-62d190ec7506,1.863,1.379,3.568
CUBE_2,1762438078.292,e0471afe-1b1d-4d18-bcdc-f269e32cd804,2.910,1.329,2.159
CUBE_2,1762438081.395,d98ea749-6e0a-4a7d-b697-7aff17dcee30,4.356,2.640,2.376
CUBE_3,1762438084.982,f973a49b-3f52-405d-9946-614d14b2ba43,4.494,1.224,3.265
CUBE_2,1762438086.758,2f5a6cab-5d8e-4d2f-b4fb-0ee2787e4100,2.075,1.458,2.664
CUBE_3,1762438089.634,28ff8211-4480-4699-87f9-0c7e4288161d,1.794,2.618,3.497
CUBE_3,1762438092.993,2a0527f3-7924-43c2-964f-afe75a4e4928,1.188,1.671,2.730
CUBE_3,1762438095.160,e1542ddd-7d26-4ddb-af03-adae24a6171b,3.351,1.534,3.303
CUBE_3,1762438096.722,3dbdeba9-a49a-4b0b-8bc3-b7c2d46b1edb,3.795,2.370,3.656
CUBE_2,1762438100.344,f8230da6-e529-4e0c-b8de-e243a6da2453,0.897,1.401,2.098
CUBE_2,1762438102.947,99ab0159-7b59-4b48-8d32-74ef6a4286c9,1.199,1.644,2.128
CUBE_2,1762438106.083,4f770617-d968-416e-9614-88e37e5e65ce,3.223,1.897,3.324
CUBE_2,1762438108.543,4549b70a-aa03-4342-af88-098c708e818c,0.990,1.455,3.292
CUBE_3,1762438111.163,96638167-3579-4e66-b423-0eae329c58c8,3.297,2.462,2.002
CUBE_2,1762438114.407,48b0095d-018d-4269-9f90-5b5ab7b99854,0.914,2.431,2.389
CUBE_2,1762438116.731,4e42b1ce-bac0-4cb9-bafb-8c50119726b7,1.109,1.008,2.651
CUBE_3,1762438118.826,5d4ae7ff-2d60-4c39-9f8e-bdc1defa3d99,1.645,2.763,3.168
CUBE_2,1762438122.779,4c9b3225-36f4-4d1f-8354-d1aba0ad6b6e,3.538,2.315,3.630
CUBE_3,1762438124.723,5ad0c873-3c88-4db9-9347-7577ac8a991d,2.508,2.247,3.203
CUBE_3,1762438128.651,ac292b97-655a-43b8-86d2-4459a4f26d9a,2.745,1.447,3.368
CUBE_2,1762438131.091,f6ff8db1-eecf-4683-b43e-b8cdc23c98f9,0.863,2.844,3.721
CUBE_2,1762438133.538,4ad7d5ac-eb2d-40f1-bf75-fcc19291b685,1.828,2.389,2.538
CUBE_2,1762438135.367,5c14f8f4-1ec6-4d8d-9111-3a8ca6f260b4,3.198,1.663,2.629
CUBE_2,1762438136.916,91d867a5-2ee7-4982-84a8-da4fa983c199,3.073,1.055,2.953
CUBE_2,1762438138.822,fb4620ce-d31d-406b-841b-ab5ee882f2d2,3.334,2.607,3.017
CUBE_3,1762438221.525,d3c89f2e-010b-4904-9ebf-6f708181bd51,2.804,1.869,3.017
CUBE_1,1762438223.522,6ade2c8a-b0fe-48fb-bf00-817757eba782,3.638,2.250,2.232
CUBE_1,1762438227.392,b02aae80-bfc8-4851-9d49-f4eb8b6338da,1.213,1.949,3.600
CUBE_1,1762438230.934,b7aefb36-3b95-4c03-ad44-6bad2dadc13b,0.490,2.560,2.453
CUBE_3,1762438233.662,affc3396-8358-43cc-8306-0892e0985053,2.415,1.265,2.465
CUBE_3,1762438236.880,f7706696-eb45-4be6-ae33-9c4a3938e1aa,2.561,2.595,3.879
CUBE_1,1762438239.791,a51496f6-554a-4ebb-9cb0-ad973b522ed6,1.763,2.031,2.915
CUBE_3,1762438241.504,40710977-1967-4adf-a37d-0fc0c0fbcebe,1.045,1.406,2.438
CUBE_3,1762438244.327,65179f47-a981-4460-9167-c82f209c0093,1.293,2.718,2.500
CUBE_3,1762438247.247,28e4f38f-29bb-4f3a-80d3-eb2f7cec3465,1.074,2.056,3.149
CUBE_3,1762438249.949,59b26387-2ee6-42ef-b9ac-5ee1c960fba3,1.071,1.444,2.738
CUBE_3,1762438257.361,5fa7be68-4328-4fb4-87e9-63a598de0222,2.051,1.986,2.070
CUBE_2,1762438259.160,9aa4eb9b-0980-4145-a2ee-ca484f19e7b5,0.722,1.707,3.923
CUBE_2,1762438262.831,6dc99679-ed92-4a24-b77e-e2c7bf0985c5,1.839,1.432,2.810
CUBE_3,1762438264.657,ed06fbe3-45d6-40c5-a583-cfde0c055c08,3.865,1.890,3.631
CUBE_2,1762438267.704,dadb2922-4a2c-4dd2-bf6f-591435e74772,3.393,1.454,2.641
CUBE_3,1762438269.888,58da683a-ebb3-41ae-a7ed-6b928ef3c300,2.101,2.572,3.868
CUBE_2,1762438271.896,65ccbb82-e10a-4f76-8d19-aa35b70c876a,1.704,1.988,2.363
CUBE_3,1762438274.502,b08264aa-15fb-4f07-aefb-4c2f541bf029,0.815,1.532,3.862
CUBE_3,1762438277.739,3058f82c-60c6-4866-9d6e-6903fc35bd7d,0.247,2.198,2.925
CUBE_3,1762438280.803,8cb39fd0-738b-42ca-9fce-84e92fc515d8,2.259,1.248,3.334
CUBE_3,1762438282.847,4b299886-144f-45e2-9b82-c38e9ff949a5,0.675,1.286,3.809
CUBE_2,1762438286.494,3f64508f-3f87-4f03-9dc0-52f18c6eb00e,0.834,2.644,2.610
CUBE_3,1762438290.140,3736466e-5440-4682-aabf-25af5ffdd376,2.036,1.195,3.032
CUBE_2,1762438345.376,03d5901d-a464-4b04-bf26-ca3963071681,18.739,3.507,1.471
CUBE_2,1762438348.626,9abb24f6-3e04-4360-bca4-a5c95dfd0f1b,17.398,2.334,1.274
CUBE_2,1762438351.107,c80f3ba4-40ec-44e7-9389-71797df05ffc,4.012,2.888,1.772
CUBE_3,1762438356.860,5f7eca7c-b468-42f1-a03e-9905937189a3,19.403,2.096,1.708
CUBE_2,1762438359.153,29b13cc9-3fb2-4ff1-ba4a-43abc9f0ffc1,14.472,5.804,1.675
CUBE_2,1762438362.855,d369363f-7dd6-489e-91a0-840e4f25cbad,4.449,5.657,1.676
CUBE_3,1762438366.388,19aa5940-ed5c-4748-9f23-e6e3f62fbaea,18.096,4.285,1.484
CUBE_3,1762438369.263,837d9746-9bf8-477e-a41c-5ead4dc3a4e4,5.556,3.270,1.841
CUBE_2,1762438373.142,7d4eca9f-1071-4bc4-a810-231dd57a9a68,14.751,3.693,1.602
CUBE_2,1762438376.165,b0ed75be-9cd4-4c55-8c4f-5277276ca913,7.225,4.347,1.153
CUBE_3,1762438378.370,37bd603a-862f-4473-bc97-52b4bffc8c54,19.674,2.673,1.077
CUBE_2,1762438380.517,7c8b3fea-5ed8-41ae-90a2-a65f4c71726d,14.660,5.470,1.633
CUBE_2,1762438383.214,1b8f916e-6686-477b-8b6b-cd35f1d6d49f,14.090,3.510,1.516
CUBE_2,1762438386.585,6b5ea0b7-ac50-4d6a-978e-b0d1cb582ee2,7.727,5.444,1.779
CUBE_3,1762438389.112,fcf2b0e2-0d76-413c-a48f-0e0877d5f5b4,17.565,3.517,1.153
CUBE_2,1762438392.796,6cd026ac-cb83-4a6b-a639-ccb89dfabdff,10.638,3.636,1.456
CUBE_2,1762438394.916,64eef426-d17d-4d53-be18-81e635b5cbf8,7.361,4.007,1.550
CUBE_2,1762438396.723,e1d33d2d-380d-436b-b3ee-3d1308957c18,8.421,2.263,1.986
CUBE_2,1762438400.562,35798cf3-3a3e-4034-ae20-32b09803bf64,15.791,3.340,1.829
CUBE_3,1762438404.082,b6671aa2-1f4f-4c5f-a33c-66bd6bf330d5,8.650,2.367,1.499
CUBE_2,1762438407.515,fef32e31-0d22-4ceb-87a2-26781b494bce,16.425,2.691,1.444
CUBE_2,1762438409.101,60c9fb3a-10b7-4437-b47e-be319001b612,15.258,4.526,1.405
CUBE_3,1762438411.324,7dd78156-006c-4c9b-a38d-50bde99554b6,12.031,4.339,1.114
CUBE_2,1762438414.097,66262f19-3589-4ecf-a113-842542357847,15.377,3.088,1.751
CUBE_2,1762438416.890,c80af96b-719c-4ed2-b66d-61d145ca1538,9.649,3.915,1.324
CUBE_2,1762438419.582,a5960db4-d36c-448e-8fb1-ec004a2e9b78,19.500,4.264,1.900
CUBE_3,1762438467.194,feb52512-4e3d-436e-a3f2-d1848e155558,49.351,19.076,1.615
CUBE_1,1762438470.118,939d072c-ee03-4fbe-98b7-5f406960b073,46.805,18.623,1.778
CUBE_1,1762438472.956,2e163276-1a08-4b16-aea2-5950121da17d,80.905,18.145,1.280
CUBE_3,1762438476.942,b15aa788-e4c0-4c61-a48c-d4a176f41118,92.443,18.994,1.264
CUBE_1,1762438479.666,9654b252-6362-4e6a-9a38-00724f523dfd,25.611,18.416,1.666
CUBE_1,1762438482.845,ed107a06-ba42-426d-8dfb-bfad91e2bf6e,112.504,18.347,1.047
CUBE_1,1762438486.370,e6bc540d-263a-420d-98d0-678806b727ff,60.716,19.532,1.200
CUBE_1,1762438488.338,72cb6fb8-feaf-4e5f-ab72-f9dff40c7783,76.158,19.586,1.248
CUBE_1,1762438491.956,776d4d70-52b6-4dea-9e40-0a72d9242737,73.836,18.697,1.661
CUBE_3,1762438495.243,039c1597-95e4-416d-9afd-77a93bbba169,108.303,18.238,1.309
CUBE_1,1762438497.018,552e5bc3-2769-486f-a310-b0837ebe923e,27.072,18.394,1.120
CUBE_1,1762438500.834,dfe9f291-47b8-4e48-9b54-8e67a7ed066d,58.122,18.553,1.607
CUBE_3,1762438533.209,01ca4e71-d24b-4bf3-ab0b-0a2287e505fe,106.661,18.567,1.935
CUBE_1,1762438536.652,d9dbab20-f968-4f7d-aeef-950a9c13327f,105.159,19.681,1.413
CUBE_1,1762438538.501,c0c7190e-0637-4010-ac16-6f31534522e4,106.511,19.215,1.978
CUBE_3,1762438541.313,c41834df-069c-4ae2-a384-7867160cafa0,103.144,19.957,1.875
CUBE_1,1762438543.987,3c702c32-7272-4ffe-b8ce-3ab9ab9940e3,100.608,19.879,1.788
CUBE_3,1762438546.837,f8d1511e-a291-44c0-80a4-e8f3c257cf18,117.758,19.053,1.046
CUBE_3,1762438548.357,85ed8b11-d0f3-43d9-a8c6-0670c6ea3100,110.649,18.826,1.388
CUBE_1,1762438552.174,62f91372-ccda-476b-b157-8c27aac85dbc,119.444,19.164,1.542
CUBE_3,1762438553.974,44f91533-0e25-4acf-b00c-0c9ac1fdde54,109.116,18.652,1.378
CUBE_3,1762438556.883,69b6052d-3939-4ff0-a379-b44378357c7b,111.535,19.229,1.464
CUBE_3,1762438560.237,70465962-7c29-4ea4-b37c-dfc3923212fb,113.895,19.258,1.801
CUBE_1,1762438563.226,7b279e93-17f5-4cd7-be39-a9d4844d8a9f,110.126,18.668,1.180
CUBE_1,1762438565.693,e3c1e2e0-89f8-4d02-be4c-2ff7739d6279,108.071,19.822,1.599
